carNum|sex|age|marriage|region|job|capacity|year|type|income
N0090|남|52|기혼|인천|회사원|3500|2002|D|4550
N0091|여|25|기혼|경기|주부|2500|2011|C|3000
N0092|남|36|기혼|부산|공무원|3500|2012|D|4034
N0093|남|35|기혼|전남|개인사업|3000|2006|E|3643
N0094|여|18|미혼|서울|개인사업|3000|2004|D|3600
N0095|여|57|기혼|서울|회사원|3500|2008|A|4200
N0096|여|67|미혼|전북|주부|3000|2007|B|3900
N0097|여|19|미혼|충북|공무원|2500|2003|A|3250
N0098|여|42|미혼|경기|공무원|3000|2000|D|3600
N0099|여|26|기혼|충남|전문직|3500|2012|C|4550
N0100|남|15|기혼|충북|회사원|4000|2005|A|4800
O0001|남|50|미혼|제주|주부|3000|2016|C|3600
O0002|여|63|미혼|강원|공무원|3000|2001|E|3300
O0003|여|59|미혼|전남|공무원|3500|2010|E|4550
O0004|남|56|미혼|광주|학생|3500|2004|B|4550
O0005|남|19|미혼|제주|학생|4000|2002|D|5200
O0006|여|16|기혼|충남|공무원|4500|2015|G|4950
O0007|남|70|미혼|대구|회사원|3500|2010|A|4200
O0008|여|60|기혼|인천|프리랜서|3000|2006|A|3300
O0009|여|35|기혼|경남|학생|3500|2013|H|3850
O0010|남|38|미혼|부산|회사원|3500|2004|F|3850
O0011|남|19|기혼|인천|개인사업|4000|2003|D|5654
O0012|남|31|미혼|대구|전문직|3500|2003|C|4766
O0013|여|66|미혼|경기|회사원|4500|2007|A|5400
O0014|남|19|기혼|서울|공무원|4000|2000|C|5489
O0015|남|41|미혼|전북|공무원|4000|2016|B|5543
O0016|남|39|기혼|경북|공무원|3500|2001|E|4200
O0017|여|31|기혼|경기|개인사업|4000|2016|H|4800
O0018|남|28|기혼|대구|회사원|4000|2000|H|5469
O0019|여|55|기혼|제주|개인사업|3000|2010|C|3900
O0020|남|49|미혼|전남|전문직|3500|2012|G|4135
O0021|여|70|기혼|충남|학생|3500|2016|C|4550
O0022|여|56|기혼|대전|개인사업|2500|2011|A|2750
O0023|여|23|미혼|충남|주부|3500|2015|B|3850
O0024|남|31|기혼|대전|회사원|4000|2011|E|5200
O0025|남|53|기혼|전남|회사원|3000|2009|G|3600
O0026|여|56|기혼|제주|학생|4000|2012|F|4400
O0027|여|22|기혼|대전|프리랜서|3500|2010|B|4550
O0028|여|63|기혼|대전|프리랜서|3000|2010|D|3900
O0029|남|43|기혼|부산|개인사업|3500|2015|G|4550
O0030|여|30|기혼|인천|공무원|3500|2000|B|4550
O0031|여|35|기혼|울산|회사원|4000|2011|H|4400
O0032|여|44|기혼|충북|회사원|4000|2006|E|4800
O0033|남|15|미혼|경북|학생|3000|2012|A|4034
O0034|남|40|미혼|서울|주부|3500|2006|G|5068
O0035|여|27|기혼|울산|개인사업|3000|2014|H|4448
O0036|남|68|기혼|충남|프리랜서|3500|2011|B|4411
O0037|여|58|미혼|광주|공무원|3500|2001|G|4200
O0038|남|25|기혼|전북|프리랜서|4000|2008|D|5840
O0039|남|31|기혼|전남|회사원|3500|2002|A|4267
O0040|남|16|미혼|전북|개인사업|2500|2015|D|2750
O0041|남|57|미혼|전북|공무원|4000|2002|F|4400
O0042|남|44|미혼|광주|전문직|4000|2002|E|5200
O0043|남|45|미혼|충남|전문직|3000|2010|F|3300
O0044|여|16|미혼|부산|프리랜서|3500|2005|F|4055
O0045|남|36|기혼|광주|회사원|3000|2003|B|3600
O0046|여|15|기혼|제주|프리랜서|3000|2007|D|3600
O0047|남|40|기혼|전남|공무원|4000|2016|E|5133
O0048|여|44|미혼|인천|공무원|4000|2011|D|5200
O0049|남|59|기혼|부산|주부|3500|2003|C|3850
O0050|여|45|미혼|경기|공무원|3500|2014|B|4550
O0051|남|58|기혼|세종|공무원|3500|2002|E|4550
O0052|남|18|미혼|대전|개인사업|4000|2016|G|4931
O0053|남|36|미혼|인천|주부|3500|2004|B|4200
O0054|여|28|기혼|부산|개인사업|4000|2002|F|4800
O0055|여|56|미혼|인천|개인사업|3500|2012|E|3850
O0056|여|34|미혼|세종|개인사업|3000|2001|F|4009
O0057|여|25|기혼|부산|공무원|3500|2013|H|3850
O0058|남|62|미혼|세종|공무원|4000|2009|C|6008
O0059|남|40|기혼|강원|공무원|3000|2009|G|3600
O0060|여|22|미혼|서울|전문직|3000|2012|H|3900
O0061|여|29|기혼|경북|프리랜서|2500|2003|H|3250
O0062|여|30|기혼|세종|주부|3500|2000|G|4200
O0063|여|63|미혼|서울|회사원|4000|2010|F|4400
O0064|남|29|미혼|전북|회사원|4000|2007|H|5200
O0065|남|39|미혼|광주|주부|4000|2007|D|4400
O0066|여|35|기혼|대전|개인사업|3500|2015|H|4881
O0067|남|60|미혼|인천|회사원|3500|2009|D|4402
O0068|여|32|기혼|충남|프리랜서|3500|2015|G|4550
O0069|여|28|미혼|인천|학생|4500|2007|F|6455
O0070|여|18|미혼|경북|프리랜서|4000|2012|D|5200
O0071|남|35|기혼|울산|학생|3000|2002|B|3900
O0072|남|61|미혼|충남|학생|4500|2001|F|6125
O0073|여|60|기혼|강원|개인사업|3500|2003|C|3950
O0074|남|33|기혼|대구|회사원|3500|2012|E|5208
O0075|여|39|미혼|대구|회사원|4000|2008|D|4800
O0076|남|57|미혼|충북|주부|4000|2005|C|4400
O0077|여|35|기혼|전북|공무원|4500|2001|G|5850
O0078|여|56|미혼|세종|주부|3500|2005|G|4550
O0079|남|60|미혼|충북|주부|3500|2004|C|3850
O0080|여|25|미혼|전남|전문직|3000|2005|A|4194
O0081|여|60|기혼|서울|회사원|4000|2015|G|4800
O0082|남|60|기혼|울산|회사원|3500|2005|H|4812
O0083|남|38|미혼|경남|프리랜서|3500|2011|E|4200
O0084|남|52|기혼|광주|공무원|3500|2010|G|4550
O0085|남|35|기혼|제주|학생|4500|2016|C|6477
O0086|남|28|미혼|전남|회사원|3000|2008|B|3600
O0087|남|41|미혼|인천|회사원|2500|2009|C|3000
O0088|여|35|미혼|강원|전문직|3500|2002|F|4200
O0089|남|31|미혼|대전|주부|4000|2004|H|4800
O0090|여|63|기혼|울산|회사원|3000|2007|D|3600
O0091|여|63|기혼|경기|프리랜서|3500|2015|F|4200
O0092|남|23|미혼|세종|프리랜서|3500|2005|G|4200
O0093|남|39|기혼|대구|프리랜서|4000|2003|F|5200
O0094|여|67|기혼|대구|공무원|4000|2016|G|5200
O0095|남|67|기혼|충남|학생|4000|2002|F|5200
O0096|남|44|미혼|충북|개인사업|3500|2008|H|3850
O0097|여|36|기혼|서울|프리랜서|3500|2013|F|4200
O0098|여|69|기혼|광주|전문직|3500|2005|B|4550
O0099|남|38|기혼|광주|주부|3000|2006|F|3900
O0100|남|63|미혼|광주|공무원|3500|2014|C|4427
P0001|여|19|미혼|제주|공무원|3500|2001|E|4200
P0002|여|55|미혼|세종|전문직|2500|2003|G|3000
P0003|남|58|미혼|서울|회사원|3500|2012|C|4550
P0004|여|38|기혼|제주|개인사업|4000|2000|B|5075
P0005|남|61|기혼|서울|개인사업|3500|2004|G|4200
P0006|남|67|기혼|부산|프리랜서|4000|2012|C|5200
P0007|여|17|미혼|경기|학생|4000|2014|C|4400
P0008|여|53|미혼|울산|프리랜서|3500|2011|F|3850
P0009|여|30|미혼|세종|전문직|3500|2005|B|4178
P0010|여|48|기혼|대구|개인사업|3000|2002|G|4426
P0011|남|59|기혼|경기|회사원|3500|2008|C|5367
P0012|여|43|기혼|대구|개인사업|3000|2005|H|3300
P0013|남|67|기혼|부산|주부|4000|2012|D|4400
P0014|여|65|기혼|충남|프리랜서|3500|2006|D|4550
P0015|남|67|기혼|경기|주부|4500|2016|D|6146
P0016|여|27|기혼|충북|전문직|3500|2003|C|4200
P0017|여|20|미혼|대구|회사원|4000|2009|D|4800
P0018|남|26|기혼|대구|개인사업|4500|2016|D|5850
P0019|남|39|미혼|경남|주부|3500|2002|F|4288
P0020|남|25|기혼|대전|학생|3500|2016|B|3850
P0021|남|67|기혼|충북|개인사업|4000|2010|G|4800
P0022|남|25|미혼|경기|회사원|4000|2010|E|4400
P0023|남|26|미혼|대전|주부|2500|2009|F|2750
P0024|남|57|미혼|전남|프리랜서|4000|2013|E|4400
P0025|남|56|기혼|전남|회사원|4000|2015|D|4800
P0026|여|26|미혼|강원|프리랜서|4000|2010|C|5200
P0027|남|34|기혼|세종|회사원|3000|2016|E|3600
P0028|여|48|기혼|경기|개인사업|3500|2009|E|4200
P0029|여|20|미혼|대전|회사원|4000|2002|D|4800
P0030|남|19|기혼|인천|학생|4000|2015|E|4800
P0031|남|61|미혼|경기|개인사업|3000|2009|A|3300
P0032|여|27|미혼|충남|주부|4000|2002|H|5784
P0033|여|61|기혼|대전|학생|2500|2008|E|2967
P0034|여|53|미혼|전북|공무원|4500|2009|F|4950
P0035|남|21|미혼|경남|주부|3000|2016|C|3300
P0036|여|61|미혼|대전|개인사업|3500|2012|E|4200
P0037|남|35|미혼|서울|프리랜서|3000|2012|G|3600
P0038|남|18|기혼|경기|전문직|2500|2007|H|3250
P0039|여|54|미혼|인천|공무원|3000|2000|A|4243
P0040|여|69|기혼|제주|회사원|4500|2014|D|4950
P0041|남|21|미혼|울산|공무원|3500|2001|B|4550
P0042|남|69|기혼|경남|전문직|4000|2004|H|5200
P0043|남|49|기혼|충북|개인사업|3500|2004|H|4200
P0044|남|25|미혼|세종|학생|4000|2015|H|5200
P0045|남|31|기혼|경남|전문직|3500|2012|D|4200
P0046|남|35|미혼|경기|학생|4000|2011|E|4400
P0047|남|39|미혼|광주|전문직|4000|2016|B|4800
P0048|여|54|기혼|충북|프리랜서|3000|2003|C|3300
P0049|남|69|미혼|충남|학생|3500|2011|C|3850
P0050|여|20|기혼|세종|학생|3500|2010|H|4550
P0051|남|39|미혼|강원|전문직|3500|2000|E|4200
P0052|남|46|미혼|인천|회사원|3000|2006|E|3600
P0053|여|31|미혼|세종|주부|3500|2001|H|4200
P0054|여|17|미혼|경기|학생|3000|2005|F|4028
P0055|여|67|미혼|강원|전문직|4500|2000|D|5400
P0056|남|52|미혼|전남|프리랜서|3500|2007|E|4550
P0057|남|30|기혼|광주|회사원|4000|2000|A|4400
P0058|여|16|기혼|강원|학생|3000|2003|H|4690
P0059|남|28|미혼|대전|공무원|3000|2007|C|3600
P0060|남|40|기혼|광주|회사원|3000|2003|A|3900
P0061|남|17|기혼|세종|학생|2500|2014|A|2750
P0062|여|42|미혼|경남|주부|3000|2007|H|3600
P0063|남|43|미혼|전북|학생|3000|2007|E|4162
P0064|남|45|미혼|충남|주부|3500|2005|A|4817
P0065|여|39|기혼|강원|학생|4000|2008|D|4561
P0066|남|22|기혼|세종|학생|3000|2005|C|3900
P0067|여|37|미혼|서울|개인사업|4000|2015|H|5857
P0068|남|54|기혼|강원|회사원|3000|2016|A|3600
P0069|남|44|기혼|경남|주부|3000|2009|A|4371
P0070|남|43|미혼|부산|프리랜서|4500|2001|D|5400
P0071|남|67|기혼|세종|회사원|3500|2008|D|4550
P0072|남|34|미혼|대전|프리랜서|3500|2009|F|4200
P0073|남|57|미혼|인천|전문직|4000|2007|F|4800
P0074|여|57|미혼|인천|주부|3500|2007|G|4550
P0075|여|49|미혼|전남|전문직|3000|2006|A|3600
P0076|남|19|미혼|광주|학생|3000|2012|D|3300
P0077|여|53|기혼|전북|프리랜서|3500|2004|F|4200
P0078|여|49|기혼|경기|학생|4500|2003|H|6740
P0079|남|29|미혼|경남|개인사업|4000|2012|F|4400
P0080|여|35|기혼|세종|공무원|3500|2016|F|4200
P0081|남|55|기혼|인천|전문직|3500|2010|A|4200
P0082|여|49|미혼|인천|공무원|3000|2003|F|3300
P0083|여|19|미혼|대구|공무원|4000|2004|C|4800
P0084|남|63|기혼|충남|프리랜서|3500|2015|A|4550
P0085|남|50|미혼|제주|주부|3000|2003|A|3900
P0086|남|18|기혼|경북|공무원|3500|2004|G|3850
P0087|남|62|기혼|경북|공무원|3500|2000|D|4550
P0088|남|30|미혼|인천|개인사업|3500|2004|C|3850
P0089|남|19|기혼|충북|전문직|3500|2005|F|4200
P0090|남|48|기혼|부산|개인사업|3500|2005|B|4200
P0091|남|31|기혼|충북|공무원|4000|2002|H|4400
P0092|여|65|기혼|경기|주부|3500|2015|E|3850
P0093|여|25|미혼|서울|학생|4000|2012|F|5200
P0094|여|26|미혼|대구|프리랜서|3500|2009|C|4263
P0095|여|63|기혼|제주|공무원|4000|2009|D|4800
P0096|여|35|기혼|대전|프리랜서|4000|2004|H|5200
P0097|남|59|미혼|울산|개인사업|3000|2001|D|3900
P0098|여|64|기혼|울산|전문직|3000|2012|D|3600
P0099|남|21|미혼|경북|주부|3500|2013|B|4200
P0100|남|56|기혼|전북|학생|3500|2016|C|4200
Q0001|여|40|기혼|세종|회사원|3500|2002|E|4200
Q0002|여|33|기혼|대전|개인사업|4000|2005|D|5200
Q0003|여|26|미혼|서울|공무원|3000|2002|B|3300
Q0004|여|17|미혼|충북|주부|4500|2009|G|4950
Q0005|남|63|기혼|강원|프리랜서|4000|2003|H|5046
Q0006|남|19|미혼|대전|회사원|3500|2003|B|4750
Q0007|남|34|미혼|강원|전문직|3000|2006|D|3300
Q0008|여|17|기혼|서울|학생|2500|2005|A|2750
Q0009|여|47|미혼|인천|전문직|3000|2008|B|3600
Q0010|남|68|기혼|대전|전문직|3500|2003|E|3850
Q0011|남|22|미혼|광주|전문직|3500|2009|E|4550
Q0012|여|41|기혼|강원|학생|3500|2003|G|4550
Q0013|여|67|기혼|울산|공무원|3500|2002|E|4200
Q0014|남|28|기혼|전남|회사원|3500|2016|A|4550
Q0015|여|58|기혼|세종|주부|3000|2016|C|3900
Q0016|여|55|미혼|부산|공무원|3500|2013|B|4550
Q0017|여|26|미혼|대구|프리랜서|3000|2008|H|4566
Q0018|여|58|기혼|경기|전문직|3000|2000|C|3300
Q0019|여|49|미혼|전북|학생|4000|2016|B|4400
Q0020|남|29|미혼|세종|개인사업|3500|2001|F|5114
Q0021|여|16|미혼|대전|학생|3500|2000|H|4550
Q0022|여|67|기혼|서울|개인사업|3000|2002|B|3781
Q0023|여|41|기혼|세종|회사원|3000|2009|D|3600
Q0024|여|64|미혼|대전|주부|4000|2000|C|5200
Q0025|여|40|미혼|전남|공무원|3000|2013|H|3600
Q0026|여|45|기혼|경북|개인사업|3500|2007|H|4200
Q0027|남|50|미혼|서울|공무원|3500|2013|A|3850
Q0028|여|70|미혼|경기|학생|3500|2011|E|3850
Q0029|남|45|기혼|제주|전문직|3500|2008|B|4200
Q0030|남|41|미혼|광주|주부|4000|2009|H|4400
Q0031|여|55|기혼|대구|개인사업|3500|2006|E|5157
Q0032|여|29|기혼|세종|전문직|3000|2007|G|3300
Q0033|남|26|기혼|인천|개인사업|4000|2016|D|5200
Q0034|남|34|기혼|세종|개인사업|3000|2010|D|3300
Q0035|여|31|기혼|경북|주부|3500|2000|H|4200
Q0036|여|64|기혼|충남|공무원|3500|2013|F|3850
Q0037|남|47|미혼|광주|학생|3000|2007|H|4376
Q0038|남|44|미혼|전남|회사원|3000|2008|D|4484
Q0039|여|59|기혼|경북|학생|4500|2009|G|5400
Q0040|남|69|기혼|강원|주부|4500|2005|C|4950
Q0041|여|64|기혼|경남|공무원|4000|2000|G|4800
Q0042|여|44|미혼|경북|학생|3000|2010|D|3600
Q0043|여|45|기혼|제주|회사원|4000|2003|E|4800
Q0044|여|26|미혼|대구|학생|2500|2002|C|2750
Q0045|남|55|기혼|경남|공무원|3500|2003|E|4550
Q0046|여|38|미혼|울산|공무원|3000|2001|E|3900
Q0047|여|28|미혼|충남|학생|3500|2012|F|4550
Q0048|여|25|미혼|울산|프리랜서|3500|2004|E|4200
Q0049|남|26|미혼|충북|주부|3000|2006|A|3600
Q0050|남|56|기혼|충남|주부|3000|2001|H|3900
Q0051|여|39|기혼|울산|전문직|4000|2015|D|4800
Q0052|남|35|미혼|인천|공무원|3500|2014|E|4840
Q0053|남|57|미혼|대전|회사원|3500|2011|A|4063
Q0054|남|50|미혼|세종|공무원|2500|2006|D|3000
Q0055|남|61|미혼|광주|공무원|4000|2002|G|4400
Q0056|남|66|기혼|전북|전문직|3000|2006|B|3600
Q0057|남|29|미혼|광주|회사원|4000|2001|H|5200
Q0058|여|46|미혼|인천|주부|4500|2013|C|5722
Q0059|여|41|기혼|경남|학생|3500|2002|F|4297
Q0060|남|32|미혼|경북|개인사업|3500|2007|C|4200
Q0061|남|56|미혼|경기|학생|3500|2000|H|4200
Q0062|남|44|미혼|서울|공무원|3500|2016|H|4200
Q0063|여|49|미혼|부산|전문직|4000|2014|G|5444
Q0064|여|34|미혼|경기|회사원|3500|2012|B|4200
Q0065|여|37|기혼|경기|개인사업|3500|2009|D|4550
Q0066|남|33|기혼|전북|주부|4000|2009|D|5200
Q0067|여|31|미혼|경기|프리랜서|4000|2014|A|4800
Q0068|여|42|미혼|부산|전문직|3500|2014|G|3850
Q0069|여|53|기혼|전남|전문직|3500|2011|E|3850
Q0070|남|68|기혼|인천|프리랜서|3000|2002|B|3900
Q0071|남|28|미혼|광주|개인사업|3000|2009|D|3808
Q0072|여|26|기혼|광주|학생|3500|2006|A|3850
Q0073|남|25|미혼|세종|개인사업|3000|2004|G|3600
Q0074|여|18|미혼|제주|공무원|3000|2005|A|3900
Q0075|남|54|기혼|부산|주부|3500|2011|B|4441
Q0076|여|30|기혼|강원|공무원|3000|2010|D|3600
Q0077|남|64|미혼|제주|개인사업|3500|2000|F|4200
Q0078|남|37|미혼|인천|프리랜서|4500|2014|D|5400
Q0079|여|68|미혼|서울|주부|3500|2011|G|4550
Q0080|여|22|기혼|인천|개인사업|3000|2007|D|3833
Q0081|여|35|미혼|제주|학생|4000|2011|C|4400
Q0082|남|60|미혼|제주|회사원|3000|2013|C|3300
Q0083|여|34|미혼|경북|프리랜서|3500|2010|B|3850
Q0084|여|41|기혼|전북|프리랜서|3500|2001|A|4338
Q0085|여|32|기혼|충남|프리랜서|2500|2004|A|2750
Q0086|남|27|미혼|전북|개인사업|4000|2012|B|4400
Q0087|남|50|미혼|인천|전문직|4000|2011|C|5200
Q0088|남|17|기혼|광주|학생|3500|2000|B|3850
Q0089|남|21|기혼|대구|전문직|3500|2015|E|4200
Q0090|남|25|기혼|강원|회사원|3500|2015|G|4200
Q0091|남|39|기혼|경북|프리랜서|4000|2007|B|4881
Q0092|남|34|미혼|충북|회사원|3500|2007|E|3850
Q0093|남|50|미혼|서울|프리랜서|4500|2008|C|5698
Q0094|남|29|미혼|울산|학생|4000|2010|G|5200
Q0095|여|18|기혼|경기|공무원|2500|2006|H|3000
Q0096|남|29|기혼|인천|프리랜서|3500|2013|F|4200
Q0097|여|21|미혼|충남|공무원|3000|2005|A|3900
Q0098|여|37|기혼|서울|회사원|3500|2007|A|4084
Q0099|남|60|미혼|부산|주부|3000|2006|A|4061
Q0100|여|42|기혼|부산|학생|3500|2001|D|4200
R0001|여|66|기혼|서울|전문직|4000|2009|C|4400
R0002|여|23|기혼|울산|개인사업|3500|2001|F|4268
R0003|남|54|미혼|인천|공무원|3500|2006|H|4550
R0004|여|52|기혼|인천|공무원|3500|2005|D|3850
R0005|남|45|기혼|대구|회사원|3000|2004|H|3900
R0006|남|33|미혼|전북|학생|3000|2006|A|3600
R0007|여|17|기혼|부산|공무원|3500|2003|F|4200
R0008|여|40|미혼|대전|프리랜서|3500|2000|A|4200
R0009|남|64|기혼|강원|학생|3500|2015|F|5344
R0010|남|60|미혼|대구|회사원|3500|2001|C|4200
R0011|여|21|미혼|울산|전문직|2500|2009|F|3250
R0012|여|19|기혼|세종|공무원|3500|2007|D|4550
R0013|남|20|미혼|세종|주부|2500|2009|A|2750
R0014|남|66|기혼|충남|전문직|3000|2003|B|3882
R0015|남|40|기혼|경기|회사원|3500|2016|A|4200
R0016|남|34|미혼|강원|학생|3000|2005|F|3900
R0017|남|49|기혼|제주|회사원|4000|2011|F|4800
R0018|여|18|미혼|부산|회사원|3500|2001|D|4641
R0019|여|38|미혼|광주|공무원|3500|2005|H|4200
R0020|남|44|기혼|전북|회사원|3500|2007|H|4550
R0021|여|15|미혼|강원|주부|4000|2008|F|4400
R0022|남|46|기혼|경기|회사원|3000|2003|B|4157
R0023|여|16|기혼|광주|공무원|3500|2005|A|3850
R0024|남|23|기혼|강원|회사원|5000|2007|A|6500
R0025|남|46|미혼|경기|학생|4000|2015|A|5250
R0026|남|34|기혼|대전|프리랜서|3000|2007|H|3300
R0027|여|59|기혼|경북|주부|3500|2000|A|3850
R0028|남|59|미혼|광주|개인사업|4000|2001|C|5200
R0029|여|29|미혼|경남|개인사업|3000|2006|F|4071
R0030|여|62|기혼|부산|공무원|4000|2008|D|4800
R0031|여|54|기혼|강원|프리랜서|3500|2006|E|4200
R0032|남|20|기혼|울산|회사원|4000|2013|C|4400
R0033|여|56|미혼|충북|개인사업|3000|2009|C|3900
R0034|여|42|미혼|인천|프리랜서|3000|2011|F|4342
R0035|여|26|미혼|전북|공무원|3000|2014|D|3600
R0036|남|62|기혼|부산|전문직|3000|2005|F|3300
R0037|여|50|미혼|충남|개인사업|4000|2015|E|5200
R0038|남|56|기혼|대전|공무원|4000|2002|D|4989
R0039|남|36|기혼|부산|프리랜서|3500|2007|C|3850
R0040|여|44|미혼|인천|프리랜서|4000|2000|F|5795
R0041|남|60|미혼|경기|주부|3500|2012|D|3850
R0042|남|30|미혼|대구|프리랜서|4000|2001|D|5200
R0043|남|15|미혼|전북|프리랜서|3000|2008|A|3600
R0044|남|45|기혼|전남|전문직|3500|2014|H|4432
R0045|남|53|기혼|경기|회사원|3000|2011|H|4138
R0046|여|40|기혼|전북|전문직|3500|2003|E|4550
R0047|남|51|미혼|대구|학생|3500|2012|C|4550
R0048|여|39|미혼|경기|전문직|4500|2005|F|4950
R0049|남|25|기혼|제주|전문직|4000|2002|H|5200
R0050|여|22|기혼|대전|개인사업|2000|2003|C|2600
R0051|여|25|미혼|대전|프리랜서|3500|2001|C|5195
R0052|여|59|미혼|전북|주부|3000|2006|G|4043
R0053|여|61|기혼|대전|주부|4000|2000|D|4800
R0054|남|60|미혼|전북|학생|2500|2010|A|2750
R0055|남|68|기혼|울산|회사원|3000|2006|G|3900
R0056|여|19|기혼|전북|프리랜서|3500|2006|A|4550
R0057|여|24|미혼|인천|공무원|3500|2010|C|4200
R0058|남|53|미혼|강원|개인사업|3500|2010|H|3850
R0059|여|47|기혼|충북|회사원|3000|2014|F|3900
R0060|남|25|기혼|울산|프리랜서|3000|2015|A|3752
R0061|여|44|미혼|충남|프리랜서|3000|2008|H|3900
R0062|여|64|기혼|서울|학생|3500|2016|G|4200
R0063|여|63|기혼|대전|프리랜서|4000|2001|F|4918
R0064|여|57|미혼|인천|주부|3500|2010|G|3850
R0065|남|57|기혼|전남|프리랜서|3500|2007|A|3850
R0066|남|37|미혼|전북|공무원|4000|2003|B|4800
R0067|여|30|기혼|서울|회사원|3500|2003|C|4550
R0068|여|56|기혼|세종|회사원|4500|2014|B|6411
R0069|남|35|미혼|강원|학생|4000|2008|D|4800
R0070|남|40|미혼|전남|회사원|4000|2010|E|4400
R0071|남|47|미혼|대구|학생|3000|2010|G|3300
R0072|남|27|기혼|대구|주부|3500|2011|E|4200
R0073|남|21|미혼|경남|공무원|3000|2008|F|3300
R0074|남|65|미혼|경기|프리랜서|4000|2004|C|4800
R0075|여|55|미혼|강원|프리랜서|2500|2003|A|2750
R0076|남|39|기혼|충남|프리랜서|3500|2008|H|4550
R0077|여|55|기혼|서울|회사원|4000|2011|G|5313
R0078|남|22|기혼|충북|공무원|3500|2011|A|4698
R0079|여|41|기혼|충북|공무원|4500|2006|B|5850
R0080|남|57|미혼|세종|프리랜서|3500|2016|B|4200
R0081|남|39|미혼|충남|학생|4000|2010|C|5972
R0082|남|21|미혼|대구|전문직|4000|2005|D|4400
R0083|남|31|미혼|광주|개인사업|3500|2008|B|4200
R0084|남|21|미혼|경북|전문직|3500|2009|D|5085
R0085|남|22|미혼|전북|전문직|4000|2004|E|5200
R0086|남|15|기혼|전남|학생|3500|2013|H|4200
R0087|여|68|기혼|경기|프리랜서|3500|2002|D|4612
R0088|여|25|기혼|세종|개인사업|4500|2004|E|5850
R0089|남|52|미혼|제주|공무원|4500|2014|F|5400
R0090|여|23|미혼|경남|전문직|4500|2008|A|5850
R0091|남|43|미혼|강원|학생|3500|2004|D|3850
R0092|여|51|기혼|강원|프리랜서|4000|2010|H|5200
R0093|남|43|기혼|경기|회사원|3500|2006|B|4200
R0094|여|49|기혼|충북|전문직|3500|2011|E|4200
R0095|여|19|미혼|강원|학생|3000|2003|C|3900
R0096|여|58|기혼|광주|개인사업|3500|2012|F|4550
R0097|여|60|미혼|강원|공무원|4000|2002|D|5200
R0098|여|46|기혼|경북|프리랜서|4500|2013|B|5400
R0099|남|35|기혼|충남|전문직|3500|2012|E|4200
R0100|남|34|기혼|울산|개인사업|3500|2012|H|4200
S0001|여|60|기혼|경북|개인사업|3000|2007|H|3300
S0002|여|48|기혼|경기|전문직|3500|2002|H|4200
S0003|여|38|기혼|울산|학생|4000|2006|A|5390
S0004|여|70|기혼|충남|개인사업|3500|2014|E|4032
S0005|남|63|미혼|경기|학생|3500|2016|A|4550
S0006|여|15|기혼|강원|공무원|3500|2002|B|4869
S0007|여|21|미혼|제주|개인사업|3500|2014|G|4877
S0008|여|22|기혼|경남|전문직|4500|2002|B|5850
S0009|여|25|미혼|경기|개인사업|4000|2006|H|5277
S0010|여|46|미혼|대전|공무원|3500|2001|A|3850
S0011|여|19|미혼|경남|프리랜서|3500|2000|G|4200
S0012|여|29|미혼|대전|프리랜서|3500|2002|D|4200
S0013|남|59|기혼|전남|전문직|3500|2008|F|4200
S0014|남|56|기혼|서울|전문직|3500|2005|F|4550
S0015|남|65|미혼|충남|공무원|3500|2010|D|4202
S0016|여|56|기혼|전북|학생|3000|2012|C|3900
S0017|여|58|기혼|울산|공무원|3500|2003|A|4550
S0018|남|70|미혼|강원|공무원|2500|2001|C|3250
S0019|여|36|미혼|대전|전문직|3000|2015|F|3600
S0020|여|35|기혼|충남|개인사업|3500|2016|D|4560
S0021|남|47|기혼|경기|전문직|4000|2015|F|5200
S0022|남|23|미혼|경북|주부|4000|2002|C|4800
S0023|남|65|미혼|서울|공무원|4000|2004|F|4992
S0024|남|39|미혼|대구|주부|3000|2000|H|3600
S0025|남|69|기혼|강원|주부|4000|2002|A|4400
S0026|남|32|미혼|서울|개인사업|3500|2012|H|4200
S0027|남|64|미혼|전남|학생|3500|2015|F|3850
S0028|남|17|미혼|대전|개인사업|4500|2006|A|5850
S0029|남|38|미혼|충남|주부|4500|2015|B|6789
S0030|여|20|미혼|울산|학생|4000|2002|E|5200
S0031|남|62|기혼|대전|전문직|3500|2007|A|4550
S0032|남|22|기혼|충남|학생|3000|2001|F|4440
S0033|남|49|미혼|강원|공무원|3000|2001|D|3600
S0034|여|15|미혼|전북|회사원|4000|2007|D|5200
S0035|남|52|미혼|전북|회사원|3500|2015|H|4550
S0036|여|27|기혼|경북|전문직|4000|2009|D|5200
S0037|여|66|미혼|충남|공무원|2500|2006|E|3000
S0038|여|34|기혼|대전|회사원|4500|2015|F|5400
S0039|남|32|기혼|서울|전문직|3500|2003|C|4200
S0040|남|17|기혼|충남|프리랜서|3000|2009|C|3900
S0041|여|29|미혼|서울|개인사업|4000|2013|D|4697
S0042|여|29|미혼|전북|공무원|4500|2001|C|4950
S0043|남|22|미혼|강원|회사원|4000|2007|H|4800
S0044|남|66|미혼|대전|주부|3500|2005|B|4550
S0045|남|62|기혼|대구|공무원|4500|2016|E|4950
S0046|남|47|기혼|광주|학생|3000|2010|H|3505
S0047|남|24|미혼|충남|개인사업|3000|2009|F|3600
S0048|여|25|기혼|대구|주부|3000|2000|B|3582
S0049|남|16|미혼|광주|학생|3500|2012|D|4200
